,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
21,EAD,-0.0632,8.81209,9.40645,0.05346,6.99,14,Morningstar US CEF High Yield,8,Allspring Global Investments,False,6.82,-0.01,7.28,2026-03-02T00:00:00,94987B105,Allspring Income Opps,2026-03-02,XEADX,Fixed Income - Taxable-High Yield,28.2,403.01,,Monthly,0.25876,0.05346,15.0,7.1519,,,3.5,,599.192,True,False,False,False,False,False,,9.79,10.48,4.16,5.57,0.78,2.32,,,6.4,1721350,,,101.589,,3.98,2.87,6.87666,-6.11279,-0.15,1.1,0.16,2026-03-02T00:00:00,2003-02-28T00:00:00,2/28/2003,1046390400,2026-02-12T00:00:00
22,ERC,-0.062,8.7048,9.28017,0.07254,10.88,16,Morningstar US CEF Limited Duration,8,Allspring Global Investments,False,9.38,0.0,10.0,2026-03-02T00:00:00,94987D101,Allspring Multi-Sec Inc,2026-03-02,XERCX,Fixed Income - Taxable-Limited Duration,29.78,263.145,,Monthly,0.35038,0.07254,20.0,6.8122,0.0,4.09,3.22,,399.538,True,True,False,True,False,False,,10.01,7.43,3.68,3.48,1.75,2.43,,,11.03,930070,,0.0,100.1634,,,,9.35048,-6.15858,-0.05,0.98,-0.03,2026-03-02T00:00:00,2003-06-25T00:00:00,6/25/2003,1056499200,2026-02-12T00:00:00
23,ERH,-0.073,7.38208,7.96321,0.08514,21.26,26,Morningstar US CEF US Allocation,8,Allspring Global Investments,False,12.83,-0.04,13.84,2026-03-02T00:00:00,94987E109,Allspring Util & High In,2026-03-02,XERHX,Hybrid-U.S. Allocation,19.6,114.101,,Monthly,0.18184,0.08514,20.0,7.1996,,,2.43,,153.083,True,True,True,False,False,False,,15.85,15.97,11.23,8.39,9.82,10.42,,,24.28,233330,,,101.7472,,3.55,2.83,11.74653,-8.58976,0.75,1.4100000000000001,0.08,2026-03-02T00:00:00,2004-04-30T00:00:00,4/30/2004,1083283200,2026-02-12T00:00:00
24,FINS,-0.053399999999999996,9.95671,10.51829,0.11499999999999999,10.67,26,Morningstar US CEF US Allocation,10,"Angel Oak Capital Advisors, LLC",False,13.12,-0.05,13.86,2026-03-02T00:00:00,03464A100,Angel Oak Financial Strats Income Term,2026-03-02,XFINX,Hybrid-U.S. Allocation,20.59,438.429,,Monthly,0.31312,0.11499999999999999,20.0,6.754,,,3.99,,583.255,True,False,True,False,False,True,,8.66,11.0,3.83,4.15,1.37,1.44,,,7.8,567010,,,100.0295,,2.95,2.5300000000000002,13.13911,-5.86087,0.42,0.08,0.2,2026-03-02T00:00:00,2019-05-29T00:00:00,5/29/2019,1559088000,2026-02-13T00:00:00
25,ARDC,-0.07200000000000001,9.91918,10.68884,0.11249999999999999,1.5,19,Morningstar US CEF Senior Loans,11,Ares Capital Management II LLC,False,12.63,-0.06,13.61,2026-03-02T00:00:00,04014F102,Ares Dynamic Credit Allocation Fund,2026-03-02,XADCX,Fixed Income - Taxable-Senior Loans,39.0,301.516,,Monthly,0.5926400000000001,0.11249999999999999,20.0,8.4436,,,5.58,,532.644,True,False,False,False,False,False,,9.51,10.7,5.41,6.67,-3.07,-2.96,,,-3.69,1103580,,,,,40.42,,13.86489,-3.82769,-1.35,-1.21,-0.88,2026-03-02T00:00:00,2012-11-27T00:00:00,11/27/2012,1353974400,2026-02-20T00:00:00
26,BANX,-0.10220000000000001,8.24553,9.18367,0.15,11.95,8,Morningstar US CEF Sector Equity,12,"ArrowMark Asset Management, LLC",False,19.6,-1.5899999999999999,21.98,2026-01-30T00:00:00,861780104,ArrowMark Financial Corp,2026-03-02,XBANX,Equity-Sector Equity,29.3,139.726,,Monthly,1.14533,0.15,25.0,12.5232,,,6.9,,220.123,True,False,False,False,False,True,,12.41,13.45,10.04,9.89,1.24,-7.96,,,4.89,260100,,,106.7734,,,,20.94656,-5.00907,-1.69,-1.9100000000000001,-2.41,2026-03-02T00:00:00,2013-11-07T00:00:00,11/7/2013,1383782400,2026-02-03T00:00:00
27,ASA,-0.1326,0.06404,0.07383,0.03,236.25,8,Morningstar US CEF Sector Equity,13,ASA,False,81.27,-0.02,93.69,2026-03-02T00:00:00,G3156P103,ASA Gold and Precious Metals Limited,2026-03-02,XASAX,Equity-Sector Equity,,1567.691,,Semi-Annually,-0.26978,0.03,28.0,9.086,,,1.88,,1736.106,False,True,False,False,False,False,,77.09,78.32,33.06,34.2,39.36,36.23,,,233.56,0,,,,,,,43.12421,-10.56315,,,,,1958-09-23T00:00:00,9/23/1958,-355795200,2025-11-12T00:00:00
28,BCV,-0.11410000000000001,5.39707,6.09225,0.35,32.01,11,Morningstar US CEF Convertibles,58,Gabelli Funds LLC,False,22.98,0.2,25.94,2026-03-02T00:00:00,059695106,Bancroft Fund,2026-03-02,XBCVX,Fixed Income - Taxable-Convertibles,15.55,133.751,,Quarterly,0.12374,0.35,25.0,2.3944,,,1.31,,178.782,True,True,True,False,False,False,,15.13,16.32,2.21,2.27,5.2,3.08,,,33.56,209620,,,,,21.12,,20.49243,-11.56176,0.13,-0.4,0.0,2026-03-02T00:00:00,1971-10-04T00:00:00,10/4/1971,55382400,2025-11-24T00:00:00
29,MCI,0.2087,9.62117,7.9602,0.39999999999999997,6.16,14,Morningstar US CEF High Yield,14,Barings LLC,False,20.1,1.42,16.63,2025-12-31T00:00:00,06759X107,Barings Corporate Investors,2026-03-02,XMCIX,Fixed Income - Taxable-High Yield,12.51,412.569,,Quarterly,0.69454,0.39999999999999997,25.0,7.782,,,1.65,,390.147,True,False,False,False,False,False,,9.53,23.27,10.04,17.13,-2.29,10.19,,,3.27,314960,,,92.3472,,,,20.61485,22.83098,-0.39,-0.33,-0.45,2026-03-02T00:00:00,1971-09-01T00:00:00,9/1/1971,52531200,2025-12-30T00:00:00
30,BGH,-0.046799999999999994,9.80361,10.28451,0.12229999999999999,4.25,14,Morningstar US CEF High Yield,14,Barings LLC,False,14.27,-0.02,14.97,2026-03-02T00:00:00,06760L100,Barings Global Short Duration High Yield,2026-03-02,XBGHX,Fixed Income - Taxable-High Yield,28.27,286.318,,Monthly,0.72036,0.12229999999999999,25.0,8.7424,,,4.08,,419.138,True,False,False,False,False,False,,11.05,13.25,6.59,8.48,-0.18,-3.22,,,0.33,907330,,,101.4328,,,,15.21198,-1.9362,-0.85,-2.59,-1.47,2026-03-02T00:00:00,2012-10-25T00:00:00,10/25/2012,1351123200,2026-02-18T00:00:00
31,MPV,0.22920000000000001,9.71766,7.90598,0.37,6.05,14,Morningstar US CEF High Yield,14,Barings LLC,False,18.72,2.47,15.23,2025-12-31T00:00:00,06761A103,Barings Participation Invs,2026-03-02,XMPVX,Fixed Income - Taxable-High Yield,13.11,201.349,,Quarterly,0.62942,0.37,10.0,7.7819,,,1.56,,188.53,True,True,True,False,False,False,,10.36,24.05,10.16,18.36,-2.23,19.01,,,27.83,216520,,,92.2129,,,,18.62012,21.04063,0.2,-0.33,-0.77,2026-03-02T00:00:00,1988-10-06T00:00:00,10/6/1988,592099200,2025-12-30T00:00:00
32,BXSY,-0.3788,3.99539,6.43166,0.26,35.62,26,Morningstar US CEF US Allocation,15,Bexil Corp,True,16.17,-0.04,26.03,2026-03-02T00:00:00,25538A204,Bexil Investment Trust,2026-03-02,XBXIX,Hybrid-U.S. Allocation,8.84,209.104,,Quarterly,-0.08417000000000001,0.26,15.0,,,,1.6099999999999999,,336.609,True,True,False,False,True,False,,18.96,18.88,14.26,15.79,9.34,5.94,,,34.8,156050,,,,,1.11,,14.07919,-36.75679,-1.44,-1.4100000000000001,-1.54,2026-03-02T00:00:00,1998-06-29T00:00:00,6/29/1998,899078400,2025-12-15T00:00:00
33,BMN,0.047599999999999996,4.28082,4.08645,0.09375,5.77,21,Morningstar US CEF Municipal,16,BlackRock,False,27.53,0.24,26.28,2026-03-02T00:00:00,09262G108,BlackRock 2037 Municipal Target term,2026-03-02,XBMNX,Fixed Income - Municipal-Municipal,7.09,169.245,,Monthly,0.5566800000000001,0.09375,25.0,5.0214,,,1.0,,173.895,True,True,True,False,False,True,,5.74,7.78,,,3.15,4.99,,,11.56,124480,15.23,,102.6975,,,,25.02854,-1.4899900000000001,2.95,2.22,2.4,2026-03-02T00:00:00,2022-10-28T00:00:00,10/28/2022,1666915200,2026-02-13T00:00:00
34,BCAT,0.0,20.62465,20.62465,0.26072999999999996,15.51,26,Morningstar US CEF US Allocation,16,BlackRock,True,15.17,-0.01,15.17,2026-03-02T00:00:00,09260U109,BlackRock Capital Allocation Term Trust,2026-03-02,XCATX,Hybrid-U.S. Allocation,5.18,1589.441,,Monthly,0.20533,0.26072999999999996,20.0,,,2.8200000000000003,1.45,,1589.441,True,True,True,False,True,True,,12.62,19.34,5.73,6.14,3.34,11.05,,,23.38,5942880,,,96.7862,,,,14.70019,-4.80121,2.77,2.18,2.81,2026-03-02T00:00:00,2020-09-28T00:00:00,9/28/2020,1601251200,2026-02-13T00:00:00
35,BHK,-0.0519,8.93413,9.42316,0.0746,6.72,15,Morningstar US CEF Investment Grade,16,BlackRock,True,9.5,-0.08,10.02,2026-03-02T00:00:00,09249E101,BlackRock Core Bond,2026-03-02,XBHKX,Fixed Income - Taxable-Investment Grade,24.19,686.13,-0.051000000000000004,Monthly,0.21814,0.0746,15.0,5.2403,,,3.67,,954.586,True,False,False,False,True,False,,6.54,5.5,-0.8200000000000001,-0.9,2.63,1.46,,,0.72,2712020,,,95.3009,,,,9.86569,-2.25544,-1.04,-1.53,-1.31,2026-03-02T00:00:00,2001-11-30T00:00:00,11/30/2001,1007078400,2026-02-13T00:00:00
36,HYT,-0.065,9.96588,10.65906,0.0779,8.3,14,Morningstar US CEF High Yield,16,BlackRock,True,8.77,-0.04,9.38,2026-03-02T00:00:00,09255P107,BlackRock Corporate High Yield Fund,2026-03-02,XHYTX,Fixed Income - Taxable-High Yield,18.41,1690.673,-0.113,Monthly,0.34992,0.0779,15.0,7.0118,,,2.8200000000000003,,2216.189,True,False,False,False,True,False,,10.96,10.03,5.14,4.74,0.58,1.07,,,-1.16,8221450,,,101.4675,,4.1,,9.40728,-1.96947,-1.45,-0.1,-0.9,2026-03-02T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2026-02-13T00:00:00
37,BTZ,-0.059500000000000004,8.94139,9.50708,0.0839,8.56,15,Morningstar US CEF Investment Grade,16,BlackRock,True,10.59,-0.02,11.26,2026-03-02T00:00:00,092508100,BlackRock Credit Allocation Income Trust,2026-03-02,XBTZX,Fixed Income - Taxable-Investment Grade,35.6,988.306,-0.11900000000000001,Monthly,0.16882,0.0839,25.0,6.1327,,,3.99,,1631.666,True,False,False,False,True,False,,9.12,9.59,2.13,2.86,0.9500000000000001,-0.48,,,7.38,2344150,,,101.3292,,,,10.79165,-4.54147,-1.1400000000000001,-0.7000000000000001,-1.25,2026-03-02T00:00:00,2006-12-27T00:00:00,12/27/2006,1167177600,2026-02-13T00:00:00
38,DSU,0.0102,12.08939,11.96727,0.09873,4.8100000000000005,19,Morningstar US CEF Senior Loans,16,BlackRock,True,9.9,0.01,9.8,2026-03-02T00:00:00,09255R202,BlackRock Debt Strategies,2026-03-02,XDSUX,Fixed Income - Taxable-Senior Loans,18.02,551.413,-0.17400000000000002,Monthly,0.36718,0.09873,10.0,7.5783000000000005,,5.37,2.31,,665.843,True,False,False,False,True,False,,8.51,11.91,5.93,8.27,-1.23,-0.92,,,3.79,2592110,,,,,,,10.35674,1.18896,-0.12,0.06,-0.37,2026-03-02T00:00:00,1998-03-27T00:00:00,3/27/1998,890956800,2026-02-13T00:00:00
39,BGR,-0.0913,6.6228,7.28839,0.0973,33.4,8,Morningstar US CEF Sector Equity,16,BlackRock,True,16.02,0.27,17.63,2026-03-02T00:00:00,09250U101,BlackRock Energy and Resources,2026-03-02,XBGRX,Equity-Sector Equity,0.0,407.808,,Monthly,0.19888,0.0973,25.0,,,,1.12,,448.792,True,True,False,False,True,False,,14.93,16.11,19.93,20.9,23.74,17.85,,,29.19,966520,,,,,,,13.44102,-5.12681,-2.15,-1.27,-1.87,2026-03-02T00:00:00,2004-12-23T00:00:00,12/23/2004,1103760000,2026-02-13T00:00:00
