,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
10,HQL,-0.09759999999999999,12.14092,13.45345,0.5599999999999999,38.23,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,16.65,0.01,18.45,2026-02-27T00:00:00,87911K100,abrdn Life Sciences Investors,2026-02-27,XHQLX,Equity-Sector Equity,2.27,498.816,,Quarterly,-0.06756,0.5599999999999999,15.0,,,,1.24,,552.742,True,True,False,False,True,False,,17.23,19.7,6.59,6.41,2.56,2.54,,,40.63,1366280,,,,,,,14.60778,-9.70247,-0.05,-0.14,0.07,2026-02-27T00:00:00,1992-05-08T00:00:00,5/8/1992,705283200,2026-02-20T00:00:00
11,VFL,-0.10099999999999999,5.18135,5.76369,0.049999999999999996,2.11,21,Morningstar US CEF Municipal,2,abrdn Inc.,True,10.41,0.01,11.58,2026-02-27T00:00:00,24610T108,abrdn National Municipal Income Fund,2026-02-27,XVFLX,Fixed Income - Municipal-Municipal,41.05,127.814,,Monthly,0.30075,0.049999999999999996,15.0,4.8647,,,3.87,,241.179,True,True,True,False,True,False,,4.76,5.16,-0.29,0.59,3.29,2.35,,,2.2800000000000002,379140,13.63,,90.3088,,21.81,12.18,10.01125,-10.2292,0.12,-0.48,-0.01,2026-02-27T00:00:00,1993-02-26T00:00:00,2/26/1993,730684800,2026-02-20T00:00:00
12,AOD,0.0,11.31008,11.31008,0.09999999999999999,25.02,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,10.61,-0.09,10.61,2026-02-27T00:00:00,00326L100,abrdn Total Dynamic Dividend,2026-02-27,XAODX,Equity-Global Equity,0.75,1118.623,,Monthly,0.37773,0.09999999999999999,20.0,,,,1.21,,1127.13,True,True,True,False,True,False,,15.61,22.06,9.64,13.49,7.39,10.95,,,37.67,5059060,,,,,,,9.16808,-6.43323,2.43,2.1,2.59,2026-02-27T00:00:00,2007-01-26T00:00:00,1/26/2007,1169769600,2026-02-20T00:00:00
13,THW,-0.0008,10.974920000000001,10.98353,0.1167,21.52,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,12.75,0.15,12.76,2026-02-27T00:00:00,87911L108,abrdn World Healthcare Fund,2026-02-27,XTHWX,Equity-Sector Equity,18.91,514.16,,Monthly,-0.04918,0.1167,20.0,3.7671,,,1.46,,634.564,True,True,True,False,True,False,,13.39,9.1,8.84,5.41,-0.03,1.6,,,19.39,1539820,,,,,7.37,,11.71676,-1.12321,0.44,3.06,1.73,2026-02-27T00:00:00,2015-06-26T00:00:00,6/26/2015,1435276800,2026-02-20T00:00:00
14,ADX,-0.0493,7.71757,8.11744,0.47,16.76,10,Morningstar US CEF US Equity,4,Adams Diversified Equity Fund Inc,False,23.16,-0.09,24.36,2026-02-27T00:00:00,006212104,Adams Diversified Equity Fund,2026-02-27,XADEX,Equity-U.S. Equity,0.0,2837.913,,Quarterly,0.0702,0.47,10.0,,,,0.49000000000000005,,2984.955,True,True,True,False,False,False,,21.13,26.71,13.51,17.03,0.43,1.32,,,25.47,2769520,,,,,,,21.57916,-7.9744600000000005,1.8399999999999999,1.24,1.46,2026-02-27T00:00:00,1929-10-01T00:00:00,10/1/1929,-1270252800,2026-01-26T00:00:00
15,PEO,-0.10400000000000001,6.70773,7.48663,0.49,26.58,8,Morningstar US CEF Sector Equity,5,Adams Natural Resources Fund Inc,False,26.18,0.31,29.22,2026-02-27T00:00:00,00548F105,Adams Natural Resources Fund,2026-02-27,XPEOX,Equity-Sector Equity,0.7000000000000001,719.999,,Quarterly,0.30657,0.49,15.0,,,,0.62,,803.604,True,True,False,False,False,False,,13.2,16.4,19.93,22.16,23.58,22.89,,,28.53,640870,,,,,,,21.8127,-10.32087,-0.1,-0.87,-0.3,2026-02-27T00:00:00,1929-01-30T00:00:00,1/30/1929,-1291334400,2026-01-26T00:00:00
16,AVK,-0.04650000000000001,10.71135,11.23323,0.1172,19.13,11,Morningstar US CEF Convertibles,6,"Advent Capital Management, LLC",False,12.52,-0.05,13.13,2026-02-27T00:00:00,00764C109,Advent Convertible & Income Fund,2026-02-27,XAVKX,Fixed Income - Taxable-Convertibles,37.65,552.742,,Monthly,0.17448,0.1172,25.0,5.5855,,,4.53,,929.695,True,True,False,False,False,False,,14.64,14.38,3.73,6.59,2.95,1.69,,,17.56,1534750,,,108.8431,,,,12.19724,-3.73428,-1.0,-0.41000000000000003,-0.77,2026-02-27T00:00:00,2003-04-29T00:00:00,4/29/2003,1051574400,2026-02-13T00:00:00
17,AWF,-0.0876,6.88266,7.54319,0.0655,7.07,14,Morningstar US CEF High Yield,7,AllianceBernstein L.P.,False,10.42,-0.05,11.42,2026-02-27T00:00:00,01879R106,AllianceBernstein Global High Income,2026-02-27,XAWFX,Fixed Income - Taxable-High Yield,0.48,898.513,,Monthly,0.36846,0.0655,15.0,6.6754999999999995,,4.13,1.03,,989.454,True,False,False,False,False,False,,10.03,8.92,4.89,5.48,0.63,-1.77,,,1.08,2310490,,,98.402,,,,10.82372,-4.72399,-2.09,-2.51,-1.7000000000000002,2026-02-27T00:00:00,1993-07-28T00:00:00,7/28/1993,743817600,2026-02-05T00:00:00
18,AFB,-0.09519999999999999,4.89959,5.41511,0.050179999999999995,2.09,21,Morningstar US CEF Municipal,7,AllianceBernstein L.P.,False,11.12,0.05,12.29,2026-02-27T00:00:00,01864U106,AllianceBernstein National Mun Inc,2026-02-27,XAFBX,Fixed Income - Municipal-Municipal,38.34,319.644,,Monthly,0.27364,0.050179999999999995,15.0,5.093,19.78,13.64,3.66,,572.926,True,True,True,True,False,False,,4.34,6.34,-0.48,-1.0,2.58,3.7199999999999998,,,3.42,936500,,0.02,99.2093,,19.48,11.98,10.632390000000001,-10.04912,0.5700000000000001,0.46,0.51,2026-02-27T00:00:00,2002-01-28T00:00:00,1/28/2002,1012176000,2026-02-05T00:00:00
19,NFJ,-0.077,8.31063,9.00369,0.305,11.99,3,Morningstar US CEF Covered Call,103,"Virtus Investment Advisers, LLC",True,13.55,-0.05,14.68,2026-02-27T00:00:00,92840R101,AllianzGI Div Interest & Prem Common,2026-02-27,XNFJX,Equity-Covered-Call Funds,,1259.706,0.0,Quarterly,0.10275000000000001,0.305,25.0,1.9055,,,0.9600000000000001,,1364.759,False,True,True,False,True,False,,10.8,14.32,6.49,8.73,2.23,5.12,,,16.93,2053390,,,,,,,12.63557,-10.38646,2.52,1.57,2.06,2026-02-27T00:00:00,2005-02-28T00:00:00,2/28/2005,1109548800,2025-12-11T00:00:00
20,EOD,-0.0724,8.06145,8.69045,0.13644,26.75,5,Morningstar US CEF Global Equity,8,Allspring Global Investments,False,6.28,0.03,6.77,2026-02-27T00:00:00,94987C103,Allspring Global Dividend Opp Fd,2026-02-27,XEODX,Equity-Global Equity,14.01,270.454,,Quarterly,0.08622,0.13644,20.0,7.1277,,,2.45,,339.056,True,True,True,False,False,False,,22.42,21.03,12.98,14.08,4.15,7.72,,,34.11,1329500,,,,,,,5.54329,-9.723,3.33,3.31,3.4,2026-02-27T00:00:00,2007-03-28T00:00:00,3/28/2007,1175040000,2025-12-11T00:00:00
21,EAD,-0.06309999999999999,8.8,9.39268,0.05346,6.99,14,Morningstar US CEF High Yield,8,Allspring Global Investments,False,6.83,-0.01,7.29,2026-02-27T00:00:00,94987B105,Allspring Income Opps,2026-02-27,XEADX,Fixed Income - Taxable-High Yield,28.18,403.601,,Monthly,0.25876,0.05346,15.0,7.1519,,,3.5,,599.783,True,False,False,False,False,False,,9.79,10.48,4.16,5.57,0.78,2.32,,,6.4,1725520,,,101.589,,3.98,2.87,6.87754,-6.112,-0.15,1.12,0.12,2026-02-27T00:00:00,2003-02-28T00:00:00,2/28/2003,1046390400,2026-02-12T00:00:00
22,ERC,-0.0676,8.65288,9.28017,0.07254,10.88,16,Morningstar US CEF Limited Duration,8,Allspring Global Investments,False,9.38,0.0,10.06,2026-02-27T00:00:00,94987D101,Allspring Multi-Sec Inc,2026-02-27,XERCX,Fixed Income - Taxable-Limited Duration,29.66,263.145,,Monthly,0.35038,0.07254,20.0,6.8122,0.0,4.09,3.22,,401.221,True,True,False,True,False,False,,10.01,7.43,3.68,3.48,1.75,2.43,,,11.03,932290,,0.0,100.1634,,,,9.35006,-6.15842,-0.6900000000000001,-0.37,-0.6900000000000001,2026-02-27T00:00:00,2003-06-25T00:00:00,6/25/2003,1056499200,2026-02-12T00:00:00
23,ERH,-0.0761,7.33439,7.93846,0.08514,21.26,26,Morningstar US CEF US Allocation,8,Allspring Global Investments,False,12.870000000000001,0.2,13.93,2026-02-27T00:00:00,94987E109,Allspring Util & High In,2026-02-27,XERHX,Hybrid-U.S. Allocation,19.5,114.457,,Monthly,0.18184,0.08514,20.0,7.1996,,,2.43,,153.884,True,True,True,False,False,False,,15.85,15.97,11.23,8.39,9.82,10.42,,,24.28,233970,,,101.7472,,3.55,2.83,11.74051,-8.59473,0.5700000000000001,0.88,-0.16,2026-02-27T00:00:00,2004-04-30T00:00:00,4/30/2004,1083283200,2026-02-12T00:00:00
24,FINS,-0.050499999999999996,9.94953,10.47836,0.11499999999999999,10.67,26,Morningstar US CEF US Allocation,10,"Angel Oak Capital Advisors, LLC",False,13.17,-0.02,13.87,2026-02-27T00:00:00,03464A100,Angel Oak Financial Strats Income Term,2026-02-27,XFINX,Hybrid-U.S. Allocation,20.58,440.1,,Monthly,0.31312,0.11499999999999999,20.0,6.754,,,3.99,,583.589,True,True,True,False,False,True,,8.66,11.0,3.83,4.15,1.37,1.44,,,7.8,568160,,,100.0295,,2.95,2.5300000000000002,13.14039,-5.8628800000000005,0.65,0.5,0.5700000000000001,2026-02-27T00:00:00,2019-05-29T00:00:00,5/29/2019,1559088000,2026-02-13T00:00:00
25,ARDC,-0.0717,9.87564,10.6383,0.11249999999999999,1.5,19,Morningstar US CEF Senior Loans,11,Ares Capital Management II LLC,False,12.69,-0.1,13.67,2026-02-27T00:00:00,04014F102,Ares Dynamic Credit Allocation Fund,2026-02-27,XADCX,Fixed Income - Taxable-Senior Loans,38.9,302.948,,Monthly,0.5926400000000001,0.11249999999999999,20.0,8.4436,,,5.58,,534.076,True,False,False,False,False,False,,9.51,10.7,5.41,6.67,-3.07,-2.96,,,-3.69,1107110,,,,,40.42,,13.872160000000001,-3.81471,-1.35,-1.22,-0.88,2026-02-27T00:00:00,2012-11-27T00:00:00,11/27/2012,1353974400,2026-02-20T00:00:00
26,BANX,-0.0971,8.24553,9.13242,0.15,11.95,8,Morningstar US CEF Sector Equity,12,"ArrowMark Asset Management, LLC",False,19.71,-1.48,21.98,2026-01-30T00:00:00,861780104,ArrowMark Financial Corp,2026-02-27,XBANX,Equity-Sector Equity,29.3,140.51,,Monthly,1.14533,0.15,25.0,12.5232,,,6.9,,220.123,True,False,False,False,False,True,,12.41,13.45,10.04,9.89,1.24,-7.96,,,4.89,260500,,,106.7734,,,,20.95307,-4.98905,-1.54,-1.87,-2.25,2026-02-27T00:00:00,2013-11-07T00:00:00,11/7/2013,1383782400,2026-02-03T00:00:00
27,ASA,-0.1253,0.06456,0.07381,0.03,236.25,8,Morningstar US CEF Sector Equity,13,ASA,False,81.29,1.43,92.94,2026-02-27T00:00:00,G3156P103,ASA Gold and Precious Metals Limited,2026-02-27,XASAX,Equity-Sector Equity,,1568.076,,Semi-Annually,-0.26978,0.03,28.0,9.086,,,1.88,,1722.208,False,True,False,False,False,False,,77.09,78.32,33.06,34.2,39.36,36.23,,,233.56,0,,,,,,,42.90636,-10.5528,,,,,1958-09-23T00:00:00,9/23/1958,-355795200,2025-11-12T00:00:00
28,BCV,-0.11259999999999999,5.45384,6.14574,0.35,32.01,11,Morningstar US CEF Convertibles,58,Gabelli Funds LLC,False,22.78,-0.39,25.67,2026-02-27T00:00:00,059695106,Bancroft Fund,2026-02-27,XBCVX,Fixed Income - Taxable-Convertibles,15.69,132.587,,Quarterly,0.12374,0.35,25.0,2.3944,,,1.31,,177.211,True,True,True,False,False,False,,15.13,16.32,2.21,2.27,5.2,3.08,,,33.56,210490,,,,,21.12,,20.47424,-11.56234,0.26,-0.26,0.12,2026-02-27T00:00:00,1971-10-04T00:00:00,10/4/1971,55382400,2025-11-24T00:00:00
29,MCI,0.23079999999999998,9.84615,8.0,0.39999999999999997,6.16,14,Morningstar US CEF High Yield,14,Barings LLC,False,20.0,1.32,16.63,2025-12-31T00:00:00,06759X107,Barings Corporate Investors,2026-02-27,XMCIX,Fixed Income - Taxable-High Yield,12.76,410.516,,Quarterly,0.69454,0.39999999999999997,25.0,7.782,,,1.65,,382.347,True,False,True,False,False,False,,9.53,23.27,10.04,17.13,-2.29,10.19,,,3.27,317150,,,92.3472,,,,20.61834,22.83857,0.05,0.07,-0.06,2026-02-27T00:00:00,1971-09-01T00:00:00,9/1/1971,52531200,2025-12-30T00:00:00
30,BGH,-0.044800000000000006,9.81016,10.27012,0.12229999999999999,4.25,14,Morningstar US CEF High Yield,14,Barings LLC,False,14.29,-0.12,14.96,2026-02-27T00:00:00,06760L100,Barings Global Short Duration High Yield,2026-02-27,XBGHX,Fixed Income - Taxable-High Yield,28.29,286.719,,Monthly,0.72036,0.12229999999999999,25.0,8.7424,,,4.08,,418.881,True,False,False,False,False,False,,11.05,13.25,6.59,8.48,-0.18,-3.22,,,0.33,908350,,,101.4328,,,,15.21838,-1.9256600000000001,-0.79,-2.64,-1.42,2026-02-27T00:00:00,2012-10-25T00:00:00,10/25/2012,1351123200,2026-02-18T00:00:00
31,MPV,0.27,9.93956,7.82655,0.37,6.05,14,Morningstar US CEF High Yield,14,Barings LLC,False,18.91,2.66,15.23,2025-12-31T00:00:00,06761A103,Barings Participation Invs,2026-02-27,XMPVX,Fixed Income - Taxable-High Yield,13.37,203.393,,Quarterly,0.62942,0.37,10.0,7.7819,,,1.56,,184.873,True,True,True,False,False,False,,10.36,24.05,10.16,18.36,-2.23,19.01,,,27.83,217520,,,92.2129,,,,18.61008,21.03339,0.64,0.31,0.03,2026-02-27T00:00:00,1988-10-06T00:00:00,10/6/1988,592099200,2025-12-30T00:00:00
32,BXSY,-0.3734,3.86548,6.16903,0.25,35.62,26,Morningstar US CEF US Allocation,15,Bexil Corp,True,16.21,0.11,25.87,2026-02-27T00:00:00,25538A204,Bexil Investment Trust,2026-02-27,XBXIX,Hybrid-U.S. Allocation,8.84,209.621,,Quarterly,-0.08417000000000001,0.25,15.0,,,,1.6099999999999999,,334.54,True,True,False,False,True,False,,18.96,18.88,14.26,15.79,9.34,5.94,,,34.8,156570,,,,,1.11,,14.06678,-36.75247,-0.76,-0.61,-0.68,2026-02-27T00:00:00,1998-06-29T00:00:00,6/29/1998,899078400,2025-12-15T00:00:00
33,BMN,0.0345,4.26459,4.12239,0.09375,5.77,21,Morningstar US CEF Municipal,16,BlackRock,False,27.29,0.13,26.38,2026-02-27T00:00:00,09262G108,BlackRock 2037 Municipal Target term,2026-02-27,XBMNX,Fixed Income - Municipal-Municipal,7.07,167.769,,Monthly,0.5566800000000001,0.09375,25.0,,,13.47,1.0,,174.51,True,True,True,False,False,True,,5.74,7.78,,,3.15,4.99,,,11.56,124870,15.23,,102.9378,,,,25.0211,-1.51401,2.38,1.51,1.9300000000000002,2026-02-27T00:00:00,2022-10-28T00:00:00,10/28/2022,1666915200,2026-02-13T00:00:00
34,BCAT,-0.002,20.57041,20.61107,0.26072999999999996,15.51,26,Morningstar US CEF US Allocation,16,BlackRock,True,15.18,0.02,15.21,2026-02-27T00:00:00,09260U109,BlackRock Capital Allocation Term Trust,2026-02-27,XCATX,Hybrid-U.S. Allocation,5.18,1590.489,,Monthly,0.20533,0.26072999999999996,20.0,,,2.8200000000000003,1.45,,1593.632,True,True,True,False,True,True,,12.62,19.34,5.73,6.14,3.34,11.05,,,23.38,5964280,,,96.7862,,,,14.70088,-4.81968,2.7,2.24,2.76,2026-02-27T00:00:00,2020-09-28T00:00:00,9/28/2020,1601251200,2026-02-13T00:00:00
35,BHK,-0.0496,8.88095,9.34447,0.0746,6.72,15,Morningstar US CEF Investment Grade,16,BlackRock,True,9.58,0.0,10.08,2026-02-27T00:00:00,09249E101,BlackRock Core Bond,2026-02-27,XBHKX,Fixed Income - Taxable-Investment Grade,24.08,691.908,-0.051000000000000004,Monthly,0.21814,0.0746,15.0,5.2403,,,3.67,,958.919,True,False,False,False,True,False,,6.54,5.5,-0.8200000000000001,-0.9,2.63,1.46,,,0.72,2716180,,,95.3009,,,,9.87032,-2.24416,-0.97,-1.12,-1.13,2026-02-27T00:00:00,2001-11-30T00:00:00,11/30/2001,1007078400,2026-02-13T00:00:00
36,HYT,-0.061799999999999994,9.95527,10.61067,0.0779,8.3,14,Morningstar US CEF High Yield,16,BlackRock,True,8.81,-0.08,9.39,2026-02-27T00:00:00,09255P107,BlackRock Corporate High Yield Fund,2026-02-27,XHYTX,Fixed Income - Taxable-High Yield,18.39,1698.385,-0.113,Monthly,0.34992,0.0779,15.0,7.043,,,2.8200000000000003,,2218.117,True,False,False,False,True,False,,10.96,10.03,5.14,4.74,0.58,1.07,,,-1.16,8248140,,,101.4745,,,,9.41153,-1.9520300000000002,-1.3599999999999999,0.0,-0.79,2026-02-27T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2026-02-13T00:00:00
37,BTZ,-0.0602,8.91763,9.48916,0.0839,8.56,15,Morningstar US CEF Investment Grade,16,BlackRock,True,10.61,-0.03,11.29,2026-02-27T00:00:00,092508100,BlackRock Credit Allocation Income Trust,2026-02-27,XBTZX,Fixed Income - Taxable-Investment Grade,35.54,990.172,-0.11900000000000001,Monthly,0.16882,0.0839,25.0,,,20.22,3.99,,1634.466,True,False,False,False,True,False,,9.12,9.59,2.13,2.86,0.9500000000000001,-0.48,,,7.38,2354060,,,101.596,,,,10.79264,-4.53605,-1.21,-0.85,-1.34,2026-02-27T00:00:00,2006-12-27T00:00:00,12/27/2006,1167177600,2026-02-13T00:00:00
38,DSU,0.0070999999999999995,12.06477,11.97937,0.09873,4.8100000000000005,19,Morningstar US CEF Senior Loans,16,BlackRock,True,9.89,-0.04,9.82,2026-02-27T00:00:00,09255R202,BlackRock Debt Strategies,2026-02-27,XDSUX,Fixed Income - Taxable-Senior Loans,17.99,550.856,-0.17400000000000002,Monthly,0.36718,0.09873,10.0,7.5783000000000005,,5.37,2.31,,666.957,True,False,False,False,True,False,,8.51,11.91,5.93,8.27,-1.23,-0.92,,,3.79,2605010,,,,,,,10.35981,1.18961,-0.33,-0.56,-0.75,2026-02-27T00:00:00,1998-03-27T00:00:00,3/27/1998,890956800,2026-02-13T00:00:00
